0.1, 0.00340588, 7.138210463135522*^-05, 3.4673836220419825*^-06
0.1, 0.00340588, 7.443197595012331*^-05, 3.1687419361603355*^-05
0.1, 0.00340588, 3.575496069214232*^-05, 1.2151269675761496*^-06
0.1, 0.00340588, 3.015844233799697*^-05, 1.4320206118158743*^-06
0.1, 0.00340588, 7.682607641353682*^-06, 1.7570538632989522*^-05
0.1, 0.00340588, 9.92465018295141*^-05, 1.4033609763761964*^-06
0.1, 0.00340588, 4.3774277203011296*^-05, 1.989343134384735*^-06
0.1, 0.00340588, 4.228391394530279*^-05, 7.177614784371641*^-06
0.1, 0.00340588, 2.797789772294879*^-05, 1.791279027155305*^-05
0.1, 0.00340588, 3.82342867275054*^-05, 3.8812605603001*^-06
0.1, 0.00340588, 9.163767012105987*^-05, 4.280355888947293*^-05
0.1, 0.00340588, 5.1946494984236386*^-05, 1.0376885536050273*^-06
0.1, 0.00340588, 9.717997868960992*^-05, 7.176550630034901*^-07
0.1, 0.00340588, 3.4750320720363554*^-05, 3.3520972186852585*^-06
0.1, 0.00340588, 8.6434550222518*^-05, 9.827059303759054*^-07
0.1, 0.00340588, 0.00012085945814782632, 5.531267848994624*^-07
0.1, 0.00340588, 4.1978722942002036*^-05, 2.6416429565566063*^-05
0.1, 0.00340588, 3.9488599318937724*^-05, 4.200135705776967*^-06
0.1, 0.00340588, 9.551862529198375*^-05, 9.348794678928314*^-07
0.1, 0.00340588, 1.636713280151882*^-05, 3.0048791865076146*^-05
0.1, 0.00340588, 4.252338573844162*^-06, 4.103742293857921*^-05
0.1, 0.00340588, 1.2692907551829511*^-05, 2.2421769332189962*^-05
0.1, 0.00340588, 0.00010163969066729863, 1.0439407864533396*^-05
0.1, 0.00340588, 4.025138242111887*^-05, 9.573376556081289*^-06
0.1, 0.00340588, 3.01345186297573*^-05, 1.7671235307819383*^-05
0.1, 0.00340588, 5.489109068964379*^-05, 3.249897499120575*^-06
0.1, 0.00340588, 0.0001222397014734627, 8.307365027310278*^-07
0.1, 0.00340588, 7.932036659672703*^-05, 8.072864011433903*^-07
0.1, 0.00340588, 1.0197611512161013*^-05, 2.2414226490652014*^-05
0.1, 0.00340588, 8.923259726309032*^-06, 1.0295736673522812*^-05
0.1, 0.00340588, 1.068255255556315*^-05, 2.93636082614222*^-05
0.1, 0.00340588, 8.380924108773103*^-05, 3.4642111602847*^-06
0.1, 0.00340588, 5.67729393271226*^-05, 1.5259233098835363*^-05
0.1, 0.00340588, 8.981973377923346*^-05, 1.8810439434381256*^-06
0.1, 0.00340588, 3.524817138724842*^-05, 4.6585165143675985*^-05
0.1, 0.00340588, 5.2613965251911806*^-05, 1.7465928914956002*^-05
0.1, 0.00340588, 3.652188475491199*^-05, 4.270410859347748*^-06
0.1, 0.00340588, 9.273292810906*^-05, 2.8893078875283877*^-05
0.1, 0.00340588, 3.955278888766552*^-05, 1.0923240454472984*^-06
0.1, 0.00340588, 1.8015214726132433*^-05, 1.889839087703362*^-05
0.1, 0.00340588, 8.19816787186308*^-06, 2.8197219895451953*^-05
0.1, 0.00340588, 0.00011344070742596626, 4.086294067454925*^-05
0.1, 0.00340588, 3.088162668585469*^-05, 1.1779261091158772*^-06
0.1, 0.00340588, 2.070818971263255*^-05, 2.47769841763214*^-05
0.1, 0.00340588, 1.3772215869238674*^-05, 2.9636374739765276*^-05
0.1, 0.00340588, 5.5387603867438154*^-05, 4.606697889324879*^-07
0.1, 0.00340588, 4.0752378998292967*^-05, 6.792834283717101*^-07
0.1, 0.00340588, 7.063436888194908*^-05, 4.204383142311958*^-06
0.1, 0.00340588, 1.397218705410049*^-05, 2.234783748005842*^-05
0.1, 0.00340588, 3.0790754937553946*^-05, 7.034542212119375*^-06
0.1, 0.00340588, 7.210581578699589*^-05, 9.454532438184736*^-06
0.1, 0.00340588, 8.819687410155884*^-05, 1.1474972064009944*^-05
0.1, 0.00340588, 0.00010341924801531587, 9.258853642138096*^-07
0.1, 0.00340588, 1.5160950004593273*^-05, 4.343550430480014*^-05
0.1, 0.00340588, 2.3366472242644484*^-05, 2.3229728646545408*^-06
0.1, 0.00340588, 4.630738347614483*^-05, 1.0852725800309673*^-05
0.1, 0.00340588, 1.173279157895754*^-05, 2.8216724506314364*^-05
0.1, 0.00340588, 7.848319995747789*^-05, 9.571011162347644*^-07
0.1, 0.00340588, 0.0001168029373529843, 2.5571914433479*^-06
0.1, 0.00340588, 8.829870756570378*^-05, 3.490665744743249*^-05
0.1, 0.00340588, 6.892388727691067*^-05, 1.0716981623482596*^-05
0.1, 0.00340588, 2.962232394681322*^-05, 7.625361859495953*^-06
0.1, 0.00340588, 9.030826479018749*^-05, 1.969294344891647*^-05
0.1, 0.00340588, 4.725329964086975*^-06, 3.778393321105688*^-05
0.1, 0.00340588, 6.900596867163579*^-05, 5.292494973143478*^-07
0.1, 0.00340588, 3.6396390347446256*^-05, 3.280454080146607*^-05
0.1, 0.00340588, 6.383272384819275*^-05, 2.00634714887635*^-05
0.1, 0.00340588, 7.53870530344628*^-05, 5.298044857615098*^-07
0.1, 0.00340588, 8.702807824381415*^-05, 1.822837156460547*^-06
0.1, 0.00340588, 6.95048741822646*^-05, 6.164214378328043*^-06
0.1, 0.00340588, 3.839669041843592*^-05, 1.4992002074743053*^-05
0.1, 0.00340588, 3.659622392460709*^-05, 8.004841756092952*^-07
0.1, 0.00340588, 7.902942304278329*^-05, 2.61180446245431*^-07
0.1, 0.00340588, 1.4761626537237612*^-05, 3.1550133268803546*^-05
0.1, 0.00340588, 1.6166559680700694*^-05, 4.324714818727189*^-06
0.1, 0.00340588, 6.586041091605526*^-05, 5.313539248420077*^-07
0.1, 0.00340588, 2.8384521476098324*^-05, 3.959325793646673*^-06
0.1, 0.00340588, 8.170776710899667*^-05, 2.9686849088787387*^-07
0.1, 0.00340588, 8.770612450812163*^-05, 3.7859718741985536*^-05
0.1, 0.00340588, 8.780288568859467*^-05, 2.0710645209701092*^-07
0.1, 0.00340588, 4.2134321653807823*^-05, 4.8646165800994693*^-05
0.1, 0.00340588, 0.00012132818626873476, 7.186523092808163*^-07
0.1, 0.00340588, 7.179877498043346*^-06, 1.5942313751160568*^-05
0.1, 0.00340588, 2.9926725151127023*^-05, 1.268240235179157*^-05
0.1, 0.00340588, 6.368783426181748*^-06, 1.9630720642908517*^-05
0.1, 0.00340588, 0.00012424921661345324, 1.8607945282136961*^-06
0.1, 0.00340588, 1.7153203995719646*^-05, 5.311682518125328*^-06
0.1, 0.00340588, 3.813453176026624*^-05, 3.320866317164367*^-05
0.1, 0.00340588, 9.333769942162587*^-05, 1.6540371712748114*^-05
0.1, 0.00340588, 9.509178216097458*^-05, 1.7636766895041163*^-05
0.1, 0.00340588, 8.997895689629911*^-05, 2.2844576881380844*^-05
0.1, 0.00340588, 0.00011358817706653919, 2.0090367335122164*^-06
0.1, 0.00340588, 6.27240943606355*^-06, 3.0778692986938886*^-05
