0.1	0.00340588	1.6825398080053434e-05	1.6508488237456614e-07
0.1	0.00340588	0.00010985907791827016	2.9078252009668425e-07
0.1	0.00340588	1.2033967781852698e-05	2.2840637885404986e-07
0.1	0.00340588	1.0372721542974115e-05	4.508025403660532e-06
0.1	0.00340588	3.98822221392388e-05	6.602355246612772e-07
0.1	0.00340588	4.244915762991002e-05	4.1279838858386754e-05
0.1	0.00340588	1.9862401301536398e-05	2.1203992744111616e-07
0.1	0.00340588	8.107058651809843e-06	3.4166160992055034e-07
0.1	0.00340588	5.469028780871435e-05	1.1819596143946304e-06
0.1	0.00340588	3.7550455569653416e-06	7.528977382948913e-07
0.1	0.00340588	0.00010426626700012361	2.4761151820581053e-06
0.1	0.00340588	6.510321773703903e-05	4.288613587842848e-07
0.1	0.00340588	8.95301164341083e-05	4.981124611064216e-07
0.1	0.00340588	3.186059591910702e-05	7.483129307320638e-07
0.1	0.00340588	7.336884759542663e-05	2.2079529672473362e-05
0.1	0.00340588	3.3985355625355516e-06	1.2282320081517902e-06
0.1	0.00340588	8.127971316414042e-05	1.2778839903427079e-06
0.1	0.00340588	3.926327612900704e-05	4.833342599569329e-05
0.1	0.00340588	5.6731416369806556e-05	5.771551043979608e-07
0.1	0.00340588	4.440626473110128e-05	9.440181393557094e-06
0.1	0.00340588	0.00011050413467894765	2.796225230277143e-07
0.1	0.00340588	5.428097214121776e-05	4.782771363467174e-07
0.1	0.00340588	4.2621354461730025e-05	3.827097608041909e-05
0.1	0.00340588	0.00012471206771283262	2.5937880276685978e-06
0.1	0.00340588	3.85302875938441e-05	1.3013190006870712e-06
0.1	0.00340588	7.457932369464752e-05	3.7298205507523374e-05
0.1	0.00340588	9.797780673263462e-05	1.590334389631151e-05
0.1	0.00340588	0.00011941095474115964	1.3297107254882083e-05
0.1	0.00340588	1.7579239295191005e-05	1.7265460364720535e-07
0.1	0.00340588	1.7098956311139782e-05	2.428109796346173e-05
0.1	0.00340588	4.335585050536925e-06	8.994856352521611e-06
0.1	0.00340588	3.0266801970593586e-05	7.29362118716971e-07
0.1	0.00340588	3.6176381211856096e-05	1.951770251988964e-07
0.1	0.00340588	5.961725656119185e-05	5.266737131513136e-07
0.1	0.00340588	3.3682821027824795e-05	1.355608978560531e-06
0.1	0.00340588	1.1549010635014588e-05	2.819716777249332e-06
0.1	0.00340588	2.0124425709436682e-05	1.9150931306905276e-05
0.1	0.00340588	2.129191110490803e-05	1.4234487825599222e-05
0.1	0.00340588	1.2958211572168785e-05	1.4616109138929333e-05
0.1	0.00340588	0.00011141479063258013	1.5008353262828464e-05
0.1	0.00340588	5.213166456624541e-06	9.309638208010701e-06
0.1	0.00340588	7.276261189961631e-05	2.3650257827904496e-05
0.1	0.00340588	5.942787751515916e-05	4.084365669257258e-05
0.1	0.00340588	5.553217495040903e-05	6.944687559888361e-06
0.1	0.00340588	2.175984862147859e-05	9.303657947877716e-06
0.1	0.00340588	5.283248126826808e-06	5.847209772982387e-06
0.1	0.00340588	3.2231532114800387e-06	8.720051639558274e-07
0.1	0.00340588	1.7515497760833698e-05	1.6656514124735646e-07
0.1	0.00340588	0.00011425993286958263	7.438886908954367e-07
0.1	0.00340588	4.231695426298222e-06	1.298946685503258e-06
0.1	0.00340588	4.883097455270176e-06	5.688131623752903e-07
0.1	0.00340588	4.7753834318386725e-06	1.2466808078029875e-05
0.1	0.00340588	5.284860667831565e-06	4.08484825183201e-05
0.1	0.00340588	1.412308469629417e-05	2.0058152917487822e-06
0.1	0.00340588	3.70496041605779e-05	1.2102019200176846e-06
0.1	0.00340588	1.748071170427264e-05	2.1223524632824969e-07
0.1	0.00340588	5.1980409544630414e-05	4.656063115212174e-07
0.1	0.00340588	3.0306427762611195e-06	1.963437123179325e-05
0.1	0.00340588	3.678726767036307e-05	5.1999150623447015e-06
